species,pu,amount
2000708,9126,8334
2000706,9126,16668
2000917,9126,857813
2000915,9126,1117185
2000500,9126,2000000
2000309,9126,2000000
2000799,9127,4116
2000708,9127,54106
2000915,9127,96366
2000863,9127,1845411
2000500,9127,1996178
2000302,9127,2000000
2000915,9128,245259
2000955,9128,280558
2000917,9128,311522
2000323,9128,381922
2000863,9128,1162661
2000309,9128,1618078
2000500,9128,1999980
2000706,9129,8334
2000797,9129,8334
2000323,9129,12581
2000915,9129,1983332
2000322,9129,1987419
2000500,9129,2000000
2000500,9130,2000000
2000915,9130,2000000
2000322,9130,2000000
2000500,9131,1791296
2000915,9131,2000000
2000322,9131,2000000
2000500,9132,2000000
2000915,9132,2000000
2000322,9132,2000000
2000323,9133,339784
2000322,9133,1660216
2000500,9133,2000000
2000915,9133,2000000
2000323,9134,213
2000797,9134,2592
2000915,9134,1997408
2000322,9134,1999787
2000500,9134,2000000
2000915,9135,824264
2000322,9135,969097
2000323,9135,1030903
2000892,9135,1175736
2000500,9135,2000000
2000322,9136,20286
2000323,9136,1979714
2000500,9136,2000000
2000915,9136,2000000
2000322,9137,3811
2000797,9137,19153
2000706,9137,29019
2000915,9137,1951828
2000323,9137,1996189
2000500,9137,2000000
2000797,9138,18341
2000706,9138,48057
2000915,9138,1933602
2000500,9138,2000000
2000322,9138,2000000
2000500,9139,2000000
2000915,9139,2000000
2000322,9139,2000000
2000314,9140,87060
2000322,9140,325377
2000915,9140,413590
2000913,9140,1586410
2000317,9140,1587563
2000500,9140,2000000
2000920,9141,223228
2000913,9141,1776772
2000500,9141,2000000
2000317,9141,2000000
2000500,9142,2000000
2000920,9142,2000000
2000317,9142,2000000
2000500,9143,2000000
2000920,9143,2000000
2000317,9143,2000000
2000317,9144,671464
2000318,9144,1328536
2000500,9144,2000000
2000920,9144,2000000
2000500,9145,2000000
2000920,9145,2000000
2000317,9145,2000000
2000913,9146,10722
2000318,9146,648379
2000317,9146,1351621
2000920,9146,1989278
2000500,9146,2000000
2000913,9147,319006
2000920,9147,1680994
2000500,9147,2000000
2000318,9147,2000000
2000317,9148,592213
2000318,9148,1407787
2000500,9148,2000000
2000920,9148,2000000
2000051,9149,343470
2000317,9149,813388
2000318,9149,1186612
2000500,9149,2000000
2000920,9149,2000000
2000316,9150,520657
2000318,9150,1479343
2000051,9150,2000000
2000500,9150,2000000
2000915,9150,2000000
2000920,9151,594345
2000915,9151,1405655
2000051,9151,2000000
2000500,9151,2000000
2000318,9151,2000000
2000920,9152,143292
2000317,9152,466697
2000318,9152,1533303
2000915,9152,1856708
2000051,9152,2000000
2000500,9152,2000000
2000028,9153,808
2000915,9153,270903
2000920,9153,1729097
2000051,9153,2000000
2000500,9153,2000000
2000318,9153,2000000
2000028,9154,342707
2000318,9154,645284
2000317,9154,1354716
2000051,9154,2000000
2000500,9154,2000000
2000920,9154,2000000
2000028,9155,876931
2000051,9155,1985734
2000500,9155,2000000
2000920,9155,2000000
2000318,9155,2000000
2000318,9156,936757
2000317,9156,1063243
2000028,9156,1471453
2000500,9156,2000000
2000920,9156,2000000
2000028,9157,1898729
2000500,9157,2000000
2000920,9157,2000000
2000317,9157,2000000
2000028,9158,2000000
2000500,9158,2000000
2000920,9158,2000000
2000317,9158,2000000
2000015,9159,1390974
2000028,9159,2000000
2000500,9159,2000000
2000920,9159,2000000
2000317,9159,2000000
2000334,9160,751179
2000317,9160,1248821
2000015,9160,2000000
2000028,9160,2000000
2000500,9160,2000000
2000920,9160,2000000
2000015,9161,640110
2000028,9161,2000000
2000500,9161,2000000
2000920,9161,2000000
2000334,9161,2000000
2000334,9162,799516
2000335,9162,1200484
2000028,9162,2000000
2000500,9162,2000000
2000920,9162,2000000
2000334,9163,74637
2000335,9163,1925363
2000028,9163,2000000
2000500,9163,2000000
2000920,9163,2000000
2000028,9164,2000000
2000500,9164,2000000
2000920,9164,2000000
2000335,9164,2000000
2000920,9165,746044
2000926,9165,1253956
2000028,9165,2000000
2000500,9165,2000000
2000333,9165,2000000
2000335,9166,51924
2000920,9166,690574
2000926,9166,1309426
2000028,9166,1811524
2000333,9166,1948076
2000500,9166,2000000
2000332,9167,47102
2000333,9167,196832
2000923,9167,310221
2000340,9167,534857
2000341,9167,1221209
2000920,9167,1689779
2000500,9167,1991598
2000048,9168,2435
2000802,9168,8334
2000333,9168,142667
2000340,9168,192805
2000923,9168,696685
2000920,9168,1294981
2000341,9168,1664529
2000500,9168,2000000
2000048,9169,6649
2000500,9169,2000000
2000923,9169,2000000
2000333,9169,2000000
2000341,9170,756372
2000333,9170,1243628
2000500,9170,2000000
2000923,9170,2000000
2000333,9171,83916
2000341,9171,1916084
2000500,9171,2000000
2000915,9171,2000000
2000326,9172,265649
2000341,9172,1734351
2000500,9172,2000000
2000915,9172,2000000
2000340,9173,98701
2000341,9173,884755
2000326,9173,1016543
2000500,9173,2000000
2000915,9173,2000000
2000341,9174,167430
2000332,9174,264502
2000333,9174,501534
2000500,9174,570384
2000915,9174,782486
2000340,9174,1066533
2000923,9174,1217514
2000923,9175,40735
2000500,9175,1408671
2000915,9175,1959265
2000332,9175,2000000
2000333,9176,378426
2000326,9176,1621574
2000500,9176,1903361
2000915,9176,2000000
2000947,9177,20839
2000326,9177,80705
2000905,9177,230838
2000915,9177,675877
2000890,9177,1072447
2000500,9177,1891837
2000328,9177,1919295
2000947,9178,559038
2000915,9178,1440962
2000500,9178,2000000
2000328,9178,2000000
2000328,9179,481397
2000326,9179,1518603
2000500,9179,2000000
2000915,9179,2000000
2000341,9180,757940
2000326,9180,1242060
2000500,9180,1757767
2000915,9180,2000000
2000340,9181,140346
2000500,9181,282036
2000923,9181,353493
2000915,9181,1646507
2000341,9181,1859654
2000500,9182,231540
2000915,9182,2000000
2000341,9182,2000000
2000500,9183,2000000
2000915,9183,2000000
2000326,9183,2000000
2000915,9184,510814
2000326,9184,858160
2000500,9184,905735
2000341,9184,1141840
2000920,9184,1489186
2000500,9185,2000000
2000915,9185,2000000
2000326,9185,2000000
2000326,9186,952471
2000341,9186,1047529
2000500,9186,1744090
2000915,9186,2000000
2000892,9187,10892
2000326,9187,434391
2000500,9187,1557835
2000341,9187,1565609
2000915,9187,1989108
2000328,9188,186673
2000341,9188,216327
2000326,9188,454463
2000915,9188,470176
2000343,9188,1142536
2000892,9188,1529824
2000500,9188,2000000
2000892,9189,51500
2000341,9189,663434
2000326,9189,1336566
2000915,9189,1948500
2000500,9189,2000000
2000500,9190,2000000
2000915,9190,2000000
2000326,9190,2000000
2000915,9191,594434
2000322,9191,997970
2000323,9191,1002030
2000861,9191,1405566
2000500,9191,2000000
2000323,9192,809806
2000322,9192,1190194
2000500,9192,2000000
2000915,9192,2000000
2000797,9193,20672
2000706,9193,45682
2000892,9193,149255
2000915,9193,1784390
2000500,9193,2000000
2000323,9193,2000000
2000915,9194,308287
2000892,9194,1691713
2000500,9194,2000000
2000322,9194,2000000
2000892,9195,519681
2000322,9195,664513
2000323,9195,1335487
2000915,9195,1480319
2000500,9195,2000000
2000500,9196,2000000
2000915,9196,2000000
2000323,9196,2000000
2000322,9197,52575
2000323,9197,1947425
2000500,9197,2000000
2000915,9197,2000000
2000861,9198,651828
2000915,9198,1348172
2000500,9198,2000000
2000322,9198,2000000
2000500,9199,2000000
2000915,9199,2000000
2000322,9199,2000000
2000309,9200,24160
2000080,9200,24369
2000328,9200,531555
2000323,9200,1444286
2000500,9200,2000000
2000915,9200,2000000
1000500,9201,2000000
1000915,9201,2000000
1000309,9201,2000000
1000861,9202,1206
1000057,9202,1902389
1000915,9202,1998794
1000500,9202,2000000
1000309,9202,2000000
1000057,9203,2000000
1000500,9203,2000000
1000915,9203,2000000
1000309,9203,2000000
1000057,9204,2000000
1000500,9204,2000000
1000915,9204,2000000
1000309,9204,2000000
1000706,9205,8334
1000915,9205,1991666
1000057,9205,2000000
1000500,9205,2000000
1000309,9205,2000000
1000797,9206,8334
1000915,9206,1991666
1000057,9206,2000000
1000500,9206,2000000
1000309,9206,2000000
1000706,9207,16668
1000797,9207,25002
1000328,9207,201226
1000309,9207,1798774
1000915,9207,1958331
1000057,9207,2000000
1000500,9207,2000000
1000326,9208,91566
1000328,9208,1908434
1000057,9208,2000000
1000500,9208,2000000
1000915,9208,2000000
1000797,9209,8334
1000915,9209,1991666
1000051,9209,2000000
1000057,9209,2000000
1000500,9209,2000000
1000326,9209,2000000
1000326,9210,848963
1000861,9210,877470
1000915,9210,1122530
1000341,9210,1151037
1000051,9210,2000000
1000057,9210,2000000
1000500,9210,2000000
1000923,9211,180370
1000915,9211,1819630
1000051,9211,2000000
1000500,9211,2000000
1000341,9211,2000000
1000915,9212,76377
1000923,9212,1923623
1000500,9212,2000000
1000341,9212,2000000
1000923,9213,960210
1000915,9213,1039790
1000500,9213,2000000
1000341,9213,2000000
1000923,9214,19043
1000797,9214,338851
1000915,9214,1642106
1000500,9214,2000000
1000341,9214,2000000
1000326,9215,303604
1000341,9215,1696396
1000500,9215,2000000
1000797,9215,2000000
1000341,9216,25034
1000340,9216,199692
1000326,9216,357544
1000325,9216,1417730
1000500,9216,2000000
1000797,9216,2000000
1000729,9217,176150
1000325,9217,251547
1000797,9217,755411
1000915,9217,1068439
1000500,9217,1137306
1000326,9217,1748453
1000820,9218,29449
1000028,9218,49609
1000500,9218,177227
1000797,9218,747584
1000729,9218,1222967
1000326,9218,2000000
1000820,9219,5564
1000316,9219,26814
1000729,9219,840453
1000797,9219,1153982
1000500,9219,1177758
1000326,9219,1973186
1000028,9219,2000000
1000326,9220,684252
1000316,9220,1315748
1000028,9220,2000000
1000500,9220,2000000
1000797,9220,2000000
1000706,9221,50003
1000782,9221,307241
1000326,9221,604786
1000316,9221,1395214
1000797,9221,1642757
1000028,9221,2000000
1000500,9221,2000000
1000706,9222,8334
1000028,9222,649151
1000782,9222,680521
1000316,9222,757453
1000012,9222,837706
1000318,9222,1242547
1000915,9222,1311145
1000500,9222,2000000
1000318,9223,164518
1000316,9223,1835482
1000012,9223,2000000
1000500,9223,2000000
1000915,9223,2000000
1000318,9224,267904
1000316,9224,1732096
1000012,9224,2000000
1000500,9224,2000000
1000915,9224,2000000
1000056,9225,17915
1000316,9225,362726
1000318,9225,1637274
1000012,9225,2000000
1000500,9225,2000000
1000915,9225,2000000
1000318,9226,5
1000316,9226,1999995
1000500,9226,2000000
1000915,9226,2000000
1000012,9226,2441492
1000913,9227,190504
1000301,9227,253945
1000012,9227,1719570
1000318,9227,1746055
1000915,9227,1809496
1000500,9227,2000000
1000704,9228,55050
1000913,9228,996127
1000301,9228,1051224
1000500,9228,1066506
1613,9243,283520
1670,9243,283520
1613,9244,215308
1670,9244,215308
1618,9249,17104
1670,9249,17104
1612,9262,63624
1670,9262,63624
1612,9263,44883
1670,9263,44883
2000821,9264,254
1612,9264,9899
1670,9264,9899
2000708,9264,24526
2000730,9264,30916
2000799,9264,40567
2000938,9264,61754
1634,9264,243983
1629,9264,462526
2000500,9264,480706
2000917,9264,637867
1672,9264,706509
2000304,9264,795884
2000730,9265,37862
1612,9265,42359
1670,9265,42359
2000917,9265,157054
1629,9265,478225
1672,9265,478225
2000938,9265,649545
2000500,9265,733332
2000304,9265,844461
2000730,9266,3048
2000821,9266,9382
2000307,9266,250902
2000938,9266,753311
2000304,9266,851548
2000309,9266,897105
2000917,9266,1233815
2000500,9266,1501813
2000304,9267,69437
2000917,9267,863010
2000915,9267,1136990
2000309,9267,1930563
2000500,9267,2000000
2000917,9268,229861
2000915,9268,1770139
2000500,9268,2000000
2000309,9268,2000000
2000500,9269,2000000
2000915,9269,2000000
2000309,9269,2000000
2000706,9270,2171
2000797,9270,9633
2000863,9270,206333
2000302,9270,982416
2000309,9270,1017584
2000915,9270,1781863
2000500,9270,2000000
2000747,9271,112
2000838,9271,359
2000799,9271,22490
2000708,9271,67134
2000309,9271,200021
2000863,9271,639698
2000955,9271,1270207
2000500,9271,1633430
2000302,9271,1799979
2000706,9272,3196
2000797,9272,8388
2000863,9272,167683
2000322,9272,203288
2000323,9272,1796712
2000915,9272,1820733
2000500,9272,2000000
2000706,9273,8334
2000915,9273,1991666
2000500,9273,2000000
2000322,9273,2000000
2000500,9274,2000000
2000915,9274,2000000
2000322,9274,2000000
2000706,9275,8334
2000915,9275,1991666
2000500,9275,2000000
2000322,9275,2000000
2000797,9276,8334
2000915,9276,1991666
2000500,9276,2000000
2000322,9276,2000000
2000500,9277,2000000
2000915,9277,2000000
2000322,9277,2000000
2000915,9278,106799
2000323,9278,600395
2000322,9278,1399605
2000892,9278,1893201
2000500,9278,2000000
2000915,9279,491392
2000892,9279,1508608
2000500,9279,2000000
2000323,9279,2000000
2000797,9280,8334
2000323,9280,715842
2000322,9280,1284158
2000915,9280,1991666
2000500,9280,2000000
2000797,9281,9295
2000706,9281,41554
2000323,9281,807875
2000322,9281,1192125
2000915,9281,1949151
2000500,9281,2000000
2000500,9282,2000000
2000915,9282,2000000
2000322,9282,2000000
2000323,9283,167747
2000322,9283,1832253
2000500,9283,2000000
2000915,9283,2000000
2000318,9284,539796
2000317,9284,1460204
2000500,9284,2000000
2000913,9284,2000000
2000920,9285,527463
2000913,9285,1472537
2000500,9285,2000000
2000317,9285,2000000
2000500,9286,2000000
2000920,9286,2000000
2000317,9286,2000000
2000317,9287,386019
2000318,9287,1613981
2000500,9287,2000000
2000920,9287,2000000
2000317,9288,968251
2000318,9288,1031749
2000500,9288,2000000
2000920,9288,2000000
2000913,9289,141355
2000920,9289,1858645
2000500,9289,2000000
2000317,9289,2000000
2000913,9290,19492
2000317,9290,937479
2000318,9290,1062521
2000920,9290,1980508
2000500,9290,2000000
2000317,9291,233911
2000318,9291,1766089
2000500,9291,2000000
2000920,9291,2000000
2000500,9292,2000000
2000920,9292,2000000
2000317,9292,2000000
2000317,9293,316754
2000915,9293,340583
2000316,9293,704074
2000318,9293,979171
2000920,9293,1659417
2000051,9293,2000000
2000500,9293,2000000
2000920,9294,259915
2000915,9294,1740085
2000051,9294,2000000
2000500,9294,2000000
2000318,9294,2000000
2000317,9295,775335
2000318,9295,1224665
2000051,9295,2000000
2000500,9295,2000000
2000915,9295,2000000
2000920,9296,4763
2000915,9296,1995237
2000051,9296,2000000
2000500,9296,2000000
2000318,9296,2000000
2000915,9297,619487
2000920,9297,1380513
2000051,9297,2000000
2000500,9297,2000000
2000318,9297,2000000
2000317,9298,873425
2000318,9298,1126575
2000051,9298,2000000
2000500,9298,2000000
2000920,9298,2000000
2000051,9299,230281
2000028,9299,874507
2000500,9299,2000000
2000920,9299,2000000
2000318,9299,2000000
2000802,9300,8334
2000028,9300,1384601
2000920,9300,1991666
2000500,9300,2000000
2000317,9300,2000000
2000318,9301,275360
2000028,9301,1617295
2000317,9301,1724640
2000500,9301,2000000
2000920,9301,2000000
2000028,9302,1866108
2000500,9302,2000000
2000920,9302,2000000
2000317,9302,2000000
2000334,9303,28306
2000015,9303,1538783
2000317,9303,1971694
2000028,9303,2000000
2000500,9303,2000000
2000920,9303,2000000
2000015,9304,1149240
2000028,9304,2000000
2000500,9304,2000000
2000920,9304,2000000
2000334,9304,2000000
2000335,9305,995979
2000334,9305,1004021
2000028,9305,2000000
2000500,9305,2000000
2000920,9305,2000000
2000028,9306,2000000
2000500,9306,2000000
2000920,9306,2000000
2000335,9306,2000000
2000028,9307,2000000
2000500,9307,2000000
2000920,9307,2000000
2000335,9307,2000000
2000926,9308,270056
2000335,9308,547092
2000333,9308,1452908
2000920,9308,1729944
2000028,9308,2000000
2000500,9308,2000000
2000920,9309,273616
2000926,9309,1726384
2000028,9309,2000000
2000500,9309,2000000
2000333,9309,2000000
2000332,9310,290
2000920,9310,192600
2000923,9310,785178
2000926,9310,1022222
2000500,9310,1187890
2000028,9310,1260874
2000333,9310,1999710
2000341,9311,109446
2000923,9311,652956
2000920,9311,1347044
2000340,9311,1890554
2000500,9311,2000000
2000048,9312,269874
2000341,9312,526177
2000333,9312,1473823
2000500,9312,2000000
2000923,9312,2000000
2000341,9313,738475
2000333,9313,1261525
2000500,9313,2000000
2000923,9313,2000000
2000923,9314,887241
2000915,9314,1112759
2000500,9314,2000000
2000341,9314,2000000
2000923,9315,130730
2000915,9315,1869270
2000500,9315,2000000
2000341,9315,2000000
2000326,9316,190062
2000341,9316,1809938
2000500,9316,2000000
2000915,9316,2000000
2000923,9317,177012
2000340,9317,957752
2000341,9317,1042248
2000500,9317,1807239
2000915,9317,1822988
2000341,9318,550260
2000332,9318,555998
2000333,9318,893742
2000923,9318,919414
2000915,9318,1080586
2000341,9319,8423
2000325,9319,118312
2000333,9319,194727
2000340,9319,205746
2000332,9319,711252
