species,pu,amount
1000915,15124,2000000
1000316,15124,2000000
1000706,15125,8337
1000797,15125,13949
1000013,15125,719993
1000028,15125,1439264
1000915,15125,1977713
1000500,15125,2000000
1000316,15125,2000000
1000820,15126,8338
1000316,15126,108292
1000915,15126,703212
1000729,15126,1288450
1000305,15126,1891708
1000013,15126,2000000
1000500,15126,2000000
1000013,15127,382443
1000401,15127,812566
1000012,15127,1617557
1000500,15127,2000000
1000729,15127,2000000
1000305,15127,2000000
4642,15128,12322
1000002,15128,17719
1000820,15128,27495
4643,15128,34309
4672,15128,46631
1000023,15128,73418
1000111,15128,128629
1000024,15128,324786
1000003,15128,771517
1000729,15128,1148224
1000305,15128,1175756
1000500,15128,1180271
1000401,15128,1348034
4642,15129,192
4672,15129,192
4616,15129,43259
4670,15129,43259
4643,15130,3115
4642,15130,15972
4672,15130,19087
1618,15161,150675
1670,15161,150675
2000706,15169,84483
2000797,15169,86788
2000327,15169,123885
2000500,15169,1345169
2000782,15169,1365255
2000328,15169,1412642
2000797,15170,9572
2000706,15170,15421
2000892,15170,1975007
2000500,15170,2000000
2000328,15170,2000000
2000326,15171,248073
2000500,15171,1674593
2000328,15171,1751927
2000892,15171,2000000
2000797,15172,6629
2000325,15172,214700
2000892,15172,501381
2000915,15172,1491990
2000326,15172,1785300
2000500,15172,1872321
2000797,15173,715
2000326,15173,301497
2000341,15173,1698503
2000915,15173,1999285
2000500,15173,2000000
2000706,15174,9031
2000797,15174,16684
2000341,15174,436763
2000861,15174,502468
2000328,15174,767884
2000326,15174,795353
2000915,15174,1471817
2000500,15174,2000000
2000706,15175,5620
2000056,15175,305357
2000328,15175,458910
2000327,15175,1541090
2000861,15175,1994380
2000500,15175,2000000
2000706,15176,18173
2000797,15176,23034
2000032,15176,271382
2000327,15176,484152
2000324,15176,1515848
2000861,15176,1958793
2000500,15176,2000000
2000706,15177,8342
2000861,15177,1991658
2000500,15177,2000000
2000324,15177,2000000
2000705,15178,5620
2000797,15178,13472
2000706,15178,16851
2000914,15178,440581
2000861,15178,1523475
2000500,15178,2000000
2000324,15178,2000000
2000056,15179,656566
2000324,15179,688977
2000327,15179,1311023
2000500,15179,2000000
2000915,15179,2000000
2000706,15180,24426
2000327,15180,774362
2000328,15180,1225638
2000915,15180,1975574
2000056,15180,2000000
2000500,15180,2000000
2000706,15181,7553
2000797,15181,8342
2000326,15181,596434
2000328,15181,1403566
2000915,15181,1984105
2000056,15181,2000000
2000500,15181,2000000
2000056,15182,2000000
2000500,15182,2000000
2000915,15182,2000000
2000341,15182,2000000
2000068,15183,633499
2000923,15183,830201
2000915,15183,1169799
2000056,15183,2000000
2000500,15183,2000000
2000341,15183,2000000
2000340,15184,785591
2000341,15184,1214409
2000056,15184,2000000
2000500,15184,2000000
2000915,15184,2000000
2000056,15185,2000000
2000500,15185,2000000
2000915,15185,2000000
2000340,15185,2000000
2000923,15186,28495
2000500,15186,1954361
2000915,15186,1971505
2000056,15186,2000000
2000341,15186,2000000
2000056,15187,2000000
2000500,15187,2000000
2000915,15187,2000000
2000343,15187,2000000
2000343,15188,778585
2000328,15188,1221415
2000056,15188,2000000
2000500,15188,2000000
2000915,15188,2000000
2000892,15189,261342
2000915,15189,1738658
2000056,15189,2000000
2000500,15189,2000000
2000328,15189,2000000
2000915,15190,652135
2000328,15190,944587
2000327,15190,1055413
2000892,15190,1347865
2000056,15190,2000000
2000500,15190,2000000
2000056,15191,2000000
2000500,15191,2000000
2000915,15191,2000000
2000328,15191,2000000
2000342,15192,912561
2000343,15192,1087439
2000056,15192,2000000
2000500,15192,2000000
2000915,15192,2000000
2000341,15193,535466
2000056,15193,553455
2000343,15193,1464534
2000500,15193,2000000
2000915,15193,2000000
2000915,15194,552445
2000923,15194,1447555
2000500,15194,2000000
2000341,15194,2000000
2000923,15195,450490
2000341,15195,541623
2000340,15195,1458377
2000915,15195,1549510
2000500,15195,2000000
2000915,15196,105259
2000340,15196,518337
2000341,15196,1481663
2000500,15196,1799344
2000923,15196,1894741
2000915,15197,572113
2000923,15197,1427887
2000500,15197,2000000
2000341,15197,2000000
2000500,15198,666339
2000923,15198,792773
2000915,15198,1207227
2000341,15198,2000000
2000500,15199,2000000
2000915,15199,2000000
2000326,15199,2000000
2000892,15200,31515
2000797,15200,212410
2000915,15200,226545
2000782,15200,1529529
2000500,15200,2000000
2000328,15200,2000000
2000797,15201,292289
2000782,15201,1707711
2000500,15201,2000000
2000327,15201,2000000
2000892,15202,550
2000782,15202,1999450
2000500,15202,2000000
2000327,15202,2000000
2000797,15203,8338
2000706,15203,13632
2000892,15203,106482
2000782,15203,1871548
2000500,15203,2000000
2000327,15203,2000000
2000782,15204,699338
2000892,15204,1300662
2000500,15204,2000000
2000327,15204,2000000
2000706,15205,7324
2000797,15205,30331
2000004,15205,69231
2000915,15205,471628
2000892,15205,1490717
2000500,15205,2000000
2000327,15205,2000000
2000323,15206,1534
2000327,15206,11061
2000706,15206,16446
2000797,15206,32717
2000915,15206,477231
2000892,15206,1473606
2000500,15206,1802432
2000322,15206,1987405
2000500,15207,2000000
2000892,15207,2000000
2000322,15207,2000000
2000917,15208,150995
2000892,15208,1849005
2000500,15208,2000000
2000322,15208,2000000
2000706,15209,15352
2000892,15209,1984648
2000500,15209,2000000
2000322,15209,2000000
2000892,15210,856308
2000917,15210,1143692
2000500,15210,2000000
2000322,15210,2000000
2000500,15211,1450534
2000892,15211,2000000
2000322,15211,2000000
2000323,15212,247592
2000917,15212,296694
2000892,15212,1703306
2000322,15212,1752408
2000500,15212,1754005
2000323,15213,22550
2000322,15213,209030
2000500,15213,719711
2000317,15213,807309
2000309,15213,961111
2000892,15213,2000000
2000318,15214,171285
2000317,15214,345233
2000078,15214,392338
2000309,15214,1483482
2000892,15214,2000000
2000706,15215,25013
2000317,15215,140252
2000314,15215,165201
2000892,15215,463367
2000915,15215,1511620
2000309,15215,1694547
2000797,15216,16862
2000706,15216,89156
2000500,15216,106017
2000314,15216,168926
2000309,15216,1831074
2000915,15216,1893982
2000314,15217,108644
2000317,15217,277201
2000309,15217,1614155
2000915,15217,2000000
2000706,15218,12777
2000317,15218,439365
2000500,15218,549466
2000309,15218,1560635
2000915,15218,1987223
2000317,15219,72082
2000500,15219,1496040
2000028,15219,1916112
2000309,15219,1927918
2000915,15219,2000000
2000309,15220,505
2000955,15220,554973
2000915,15220,1445027
2000302,15220,1999495
2000028,15220,2000000
2000838,15221,2603
2000706,15221,11921
2000747,15221,19541
2000797,15221,22143
2000500,15221,459574
2000915,15221,647349
2000309,15221,787589
2000302,15221,1212411
2000955,15221,1296442
2000028,15221,1993176
2000728,15222,86
2000797,15222,2208
2000727,15222,2603
2000844,15222,3625
2000092,15222,5096
2000818,15222,14905
2000936,15222,93622
2000961,15222,726534
2000345,15222,983317
2000309,15222,1016683
2000915,15222,1156417
2000028,15222,2000000
2000727,15223,17526
2000728,15223,151656
2000937,15223,431524
2000111,15223,662871
2000936,15223,1399295
2000028,15223,2000000
2000500,15223,2000000
2000345,15223,2000000
2000936,15224,524404
2000961,15224,1475596
2000028,15224,2000000
2000500,15224,2000000
2000345,15224,2000000
2000314,15225,1563
2000057,15225,27314
2000957,15225,32419
2000318,15225,725528
2000317,15225,1272909
2000915,15225,1967581
2000028,15225,2000000
2000961,15226,294183
2000317,15226,605383
2000028,15226,738452
2000345,15226,1394617
2000915,15226,1705817
2000960,15227,430149
2000500,15227,1506193
2000961,15227,1569851
2000345,15227,2000000
2000955,15228,159560
2000345,15228,423416
2000917,15228,696221
2000500,15228,994364
2000961,15228,1144219
2000302,15228,1576584
2000078,15229,93246
2000302,15229,339627
2000915,15229,484318
2000500,15229,1341771
2000917,15229,1515682
2000327,15229,1660373
2000915,15230,673689
2000917,15230,1326311
2000500,15230,1341771
2000327,15230,2000000
2000917,15231,560826
2000328,15231,918061
2000326,15231,1081939
2000915,15231,1439174
2000915,15232,2000000
2000328,15232,2000000
2000326,15233,387212
2000328,15233,1612788
2000915,15233,2000000
2000500,15234,1974134
2000915,15234,2000000
2000326,15234,2000000
2000326,15235,985385
2000328,15235,1014615
2000500,15235,1956729
2000915,15235,2000000
2000500,15236,32
2000328,15236,398
2000345,15236,630630
2000915,15236,766878
2000955,15236,1233122
2000327,15236,1368971
2000327,15237,126415
2000915,15237,645004
2000955,15237,1354996
2000345,15237,1873585
2000936,15238,492
2000328,15238,44793
2000915,15238,826487
2000345,15238,911484
2000327,15238,1043723
2000955,15238,1173021
2000345,15239,485307
2000955,15239,611108
2000915,15239,1388892
2000327,15239,1514693
2000955,15240,312286
2000915,15240,786388
2000911,15240,901326
2000345,15240,2000000
2000941,15241,117
2000793,15241,4336
2000324,15241,146013
2000327,15241,272814
2000345,15241,1581173
2000911,15241,1995547
2000733,15242,3190
2000739,15242,5147
2000830,15242,10064
2000793,15242,13143
2000941,15242,71653
2000911,15242,109504
2000327,15242,210579
2000302,15242,455840
2000913,15242,520111
2000500,15242,992209
2000947,15242,1267188
2000324,15242,1333582
2000327,15243,61795
2000500,15243,1606406
2000328,15243,1938205
2000915,15243,2000000
2000328,15244,647670
2000327,15244,1352330
2000500,15244,2000000
2000915,15244,2000000
2000500,15245,1999691
2000915,15245,2000000
2000328,15245,2000000
2000911,15246,22920
2000500,15246,1586844
2000915,15246,1977080
2000328,15246,2000000
2000793,15247,16680
2000824,15247,131223
2000702,15247,306605
2000941,15247,393595
2000911,15247,438132
2000733,15247,713766
2000500,15247,749947
2000302,15247,2000000
2000824,15248,5617
2000941,15248,927247
2000500,15248,984885
2000733,15248,1067136
2000302,15248,2000000
2000824,15249,17385
2000729,15249,152781
2000500,15249,1178106
2000733,15249,1829833
2000302,15249,2000000
2000820,15250,19498
2000729,15250,32069
2000824,15250,43259
2000500,15250,236702
2000733,15250,1905174
2000302,15250,2000000
2000500,15251,295188
2000733,15251,2000000
2000302,15251,2000000
2000838,15252,54
2000824,15252,8338
2000729,15252,9195
2000500,15252,117082
2000955,15252,195952
2000733,15252,658188
2000068,15252,785191
2000941,15252,1128273
2000302,15252,2000000
2000729,15253,5668
2000824,15253,25013
2000941,15253,143899
2000915,15253,425626
2000309,15253,776602
2000302,15253,1223398
2000733,15253,1399795
2000500,15253,1478268
2000797,15254,6225
2000706,15254,15150
2000302,15254,32928
2000733,15254,43395
2000729,15254,46523
2000915,15254,1888707
2000309,15254,1967072
2000500,15254,2000000
2000729,15255,9320
2000824,15255,9503
2000733,15255,1981176
2000500,15255,2000000
2000309,15255,2000000
2000500,15256,1911930
2000733,15256,2000000
2000309,15256,2000000
2000953,15257,88973
2000733,15257,150186
2000941,15257,463861
2000914,15257,538236
2000947,15257,758744
2000500,15257,1740107
2000309,15257,2000000
2000745,15258,21
2000733,15258,1688
2000739,15258,74521
2000953,15258,501417
2000327,15258,556303
2000947,15258,696179
2000941,15258,726174
2000328,15258,1443697
2000500,15258,1984020
2000824,15259,8
2000733,15259,62
2000739,15259,8275
2000830,15259,17823
2000947,15259,468034
2000328,15259,736819
2000953,15259,748062
2000941,15259,757735
2000344,15259,1263181
2000500,15259,1894501
2000936,15260,21635
2000915,15260,168436
2000947,15260,237287
2000328,15260,293188
2000500,15260,549466
2000327,15260,571328
2000344,15260,1135484
2000941,15260,1572642
2000706,15261,8338
2000344,15261,14695
2000955,15261,241366
2000941,15261,816972
2000915,15261,933325
2000500,15261,1891237
2000328,15261,1985305
2000968,15262,4818
2000500,15262,145582
2000324,15262,901336
2000327,15262,1098664
2000941,15262,1995182
2000915,15263,1722
2000941,15263,110596
2000040,15263,170495
2000955,15263,442433
2000062,15263,767565
2000500,15263,1105642
2000961,15263,1445249
2000324,15263,2000000
2000029,15264,61518
2000093,15264,71646
2000500,15264,108763
2000042,15264,785191
2000324,15264,812593
2000915,15264,852001
2000955,15264,1147999
2000327,15264,1187407
2000704,15265,1816
2000728,15265,7622
2000937,15265,22352
2000324,15265,74898
2000915,15265,195151
2000729,15265,595960
2000327,15265,811711
2000339,15265,1113391
2000913,15265,1177099
2000500,15265,2000000
2000947,15266,83231
2000913,15266,154465
2000944,15266,277663
2000729,15266,552207
2000917,15266,932435
2000500,15266,2000000
2000339,15266,2000000
2000824,15267,1675
2000739,15267,7885
2000733,15267,8782
2000917,15267,14920
2000830,15267,15000
2000947,15267,382707
2000941,15267,1569031
2000500,15267,2000000
2000339,15267,2000000
2000500,15268,2000000
2000941,15268,2000000
2000339,15268,2000000
2000824,15269,50740
2000733,15269,70292
2000941,15269,1878968
2000500,15269,2000000
2000339,15269,2000000
2000824,15270,16675
2000322,15270,287200
2000339,15270,457712
2000319,15270,1255088
2000941,15270,1983325
2000500,15270,2000000
2000941,15271,2065
2000913,15271,1997935
2000500,15271,2000000
2000322,15271,2000000
2000704,15272,8338
2000861,15272,164493
2000913,15272,1827170
2000500,15272,2000000
2000322,15272,2000000
2000739,15273,1784
2000915,15273,2966
2000704,15273,3630
2000048,15273,470952
2000947,15273,495100
2000316,15273,573710
2000318,15273,1426290
2000913,15273,1496519
2000500,15273,2000000
2000316,15274,562636
2000326,15274,1437364
2000500,15274,2000000
2000915,15274,2000000
2000500,15275,2000000
2000915,15275,2000000
2000326,15275,2000000
2000915,15276,18768
2000326,15276,556421
2000321,15276,1443579
2000782,15276,1981232
2000500,15276,2000000
2000797,15277,30630
2000782,15277,63322
2000861,15277,1906048
2000500,15277,2000000
2000321,15277,2000000
2000797,15278,5617
2000320,15278,583273
2000321,15278,1416727
2000861,15278,1994383
2000500,15278,2000000
2000797,15279,8387
2000320,15279,257268
2000915,15279,708607
2000861,15279,1283007
2000321,15279,1742732
2000500,15279,2000000
1000321,15280,9296
2000028,15280,19176
2000341,15280,125684
2000861,15280,210205
2000915,15280,213953
2000321,15280,298475
2000500,15280,460663
1000915,15280,751347
1000861,15280,824495
1000028,15280,1396333
1000500,15280,1539337
1000341,15280,1566546
1000337,15281,564362
1000341,15281,1435638
1000500,15281,2000000
1000915,15281,2000000
1000404,15281,2000000
1000028,15281,2052517
2000923,15282,514
2000340,15282,514
2000404,15282,514
1000915,15282,67571
1000341,15282,75455
2000500,15282,79515
1000309,15282,828024
1000340,15282,1096007
1000028,15282,1920485
1000500,15282,1920485
1000923,15282,1931915
1000404,15282,1999486
1000038,15283,4873
2000915,15283,48307
1000309,15283,113564
1000028,15283,454979
1000500,15283,454979
1000340,15283,640150
1000923,15283,753714
1000404,15283,753714
2000923,15283,1197979
2000340,15283,1246286
2000404,15283,1246286
2000500,15283,1545024
1000805,15284,2319
2000714,15284,8178
1000714,15284,8269
2000805,15284,14158
1000340,15284,220976
2000340,15284,235676
2000309,15284,413886
2000403,15284,454828
2000500,15284,558745
2000923,15284,627227
2000404,15284,649562
1000500,15284,669540
1000403,15284,855605
1000309,15284,1129462
1000923,15284,1339850
1000404,15284,1350438
1000332,15285,61407
1000923,15285,258284
1000915,15285,1741716
1000403,15285,1821768
1000340,15285,1938593
1000500,15285,2000000
1000404,15285,2000000
1000820,15286,12110
1000915,15286,25006
1000923,15286,41787
1000340,15286,508665
1000403,15286,1000314
1000325,15286,1491335
1000729,15286,1921097
1000500,15286,2000000
1000404,15286,2000000
1000923,15287,35296
1000325,15287,51012
1000340,15287,1948988
1000915,15287,1964704
1000500,15287,2000000
1000404,15287,2000000
1000335,15288,593963
1000923,15288,613982
1000928,15288,1386018
1000332,15288,1406037
1000500,15288,2000000
1000404,15288,2000000
1000500,15289,2000000
1000928,15289,2000000
1000335,15289,2000000
1000404,15289,2000000
1000333,15290,8434
1000335,15290,916470
1000334,15290,1075096
1000404,15290,1189523
1000500,15290,2000000
1000928,15290,2000000
1000500,15291,2000000
1000928,15291,2000000
1000334,15291,2000000
1000810,15292,119
1000928,15292,44640
1000797,15292,68469
1000706,15292,167670
1000915,15292,1719102
1000500,15292,2000000
1000332,15292,2000000
1000028,15293,113145
1000332,15293,430018
1000915,15293,502481
1000333,15293,685851
1000335,15293,884131
1000928,15293,1497519
1000500,15293,2000000
1000915,15294,673467
1000928,15294,1326533
1000028,15294,1982731
1000500,15294,2000000
1000335,15294,2000000
1000920,15295,139340
1000333,15295,374569
1000335,15295,1625431
1000915,15295,1860660
1000028,15295,2000000
1000500,15295,2000000
1000333,15296,398453
1000335,15296,1601547
1000028,15296,2000000
1000500,15296,2000000
1000915,15296,2000000
1000333,15297,222115
1000316,15297,1777885
1000028,15297,2000000
1000500,15297,2000000
1000915,15297,2000000
1000797,15298,9826
1000920,15298,47363
1000915,15298,1942811
1000028,15298,2000000
1000500,15298,2000000
1000316,15298,2000000
1000305,15299,34749
1000316,15299,1965251
1000013,15299,2000000
1000500,15299,2000000
1000915,15299,2000000
1000915,15300,19021
1000401,15300,921415
1000729,15300,1980979
1000013,15300,2000000
1000500,15300,2000000
1000305,15300,2000000
1000820,15301,38914
1000317,15301,128099
1000012,15301,129576
1000003,15301,236769
1000013,15301,1367691
1000305,15301,1871901
1000729,15301,1961086
1000500,15301,1984207
1000401,15301,2000000
1000401,15302,3197
4642,15302,41683
4643,15302,46648
4672,15302,88331
2000706,15343,16445
2000729,15343,161825
2000892,15343,843333
2000782,15343,978397
2000500,15343,2000000
2000328,15343,2000000
2000706,15344,8342
2000892,15344,1991658
2000500,15344,2000000
2000328,15344,2000000
2000706,15345,8342
2000729,15345,23360
2000326,15345,675862
2000500,15345,1098519
2000328,15345,1324138
2000892,15345,1968297
2000341,15346,34343
2000500,15346,1794810
2000326,15346,1965657
2000915,15346,2000000
2000706,15347,8342
2000797,15347,12492
2000340,15347,636359
2000341,15347,1363641
2000915,15347,1979166
2000500,15347,2000000
2000706,15348,7653
2000033,15348,91166
2000326,15348,455228
2000328,15348,1544772
2000861,15348,1992347
2000500,15348,2000000
2000706,15349,8342
2000861,15349,1991658
2000500,15349,2000000
2000327,15349,2000000
2000914,15350,405
2000797,15350,15331
2000861,15350,1984264
2000500,15350,2000000
2000324,15350,2000000
2000327,15351,205544
2000861,15351,302558
2000914,15351,1697442
2000324,15351,1794456
2000500,15351,2000000
2000797,15352,4169
2000706,15352,8143
2000861,15352,603364
2000915,15352,663560
2000914,15352,720763
2000324,15352,894194
2000327,15352,1105806
2000500,15352,2000000
2000797,15353,16685
2000500,15353,1139314
2000915,15353,1983315
2000056,15353,2000000
2000327,15353,2000000
2000797,15354,16685
2000915,15354,1983315
2000056,15354,2000000
2000500,15354,2000000
2000328,15354,2000000
2000797,15355,8342
2000326,15355,822457
2000341,15355,1177543
2000915,15355,1991658
2000056,15355,2000000
2000500,15355,2000000
2000343,15356,365090
2000341,15356,1634910
2000056,15356,2000000
2000500,15356,2000000
2000915,15356,2000000
2000923,15357,81691
2000068,15357,133302
2000915,15357,1918309
2000056,15357,2000000
2000500,15357,2000000
2000341,15357,2000000
2000056,15358,2000000
2000500,15358,2000000
2000915,15358,2000000
2000340,15358,2000000
2000341,15359,127790
2000340,15359,1872210
2000056,15359,2000000
2000500,15359,2000000
2000915,15359,2000000
2000343,15360,528297
2000341,15360,1471703
2000500,15360,1979789
2000056,15360,2000000
2000915,15360,2000000
2000328,15361,94216
2000343,15361,1905784
2000056,15361,2000000
2000500,15361,2000000
2000915,15361,2000000
2000056,15362,2000000
2000500,15362,2000000
2000915,15362,2000000
2000328,15362,2000000
2000892,15363,160250
2000328,15363,821311
2000327,15363,1178689
2000915,15363,1839750
2000056,15363,2000000
2000500,15363,2000000
2000328,15364,474565
2000327,15364,1525435
2000056,15364,2000000
2000500,15364,2000000
2000915,15364,2000000
2000342,15365,64184
2000328,15365,693994
2000343,15365,1241823
2000056,15365,2000000
2000500,15365,2000000
2000915,15365,2000000
2000056,15366,1997180
2000500,15366,2000000
2000915,15366,2000000
2000343,15366,2000000
2000923,15367,283135
2000915,15367,1716865
2000500,15367,2000000
2000341,15367,2000000
2000325,15368,66202
2000923,15368,666677
2000341,15368,718711
2000340,15368,1215087
2000915,15368,1333323
2000500,15368,2000000
2000923,15369,46462
2000915,15369,1953538
2000500,15369,2000000
2000340,15369,2000000
2000915,15370,381193
2000340,15370,748645
2000341,15370,1251355
2000923,15370,1618807
2000500,15370,1819101
2000805,15371,6348
2000915,15371,235882
2000923,15371,1757770
2000500,15371,1928977
2000341,15371,2000000
2000923,15372,544
2000326,15372,921375
2000341,15372,1078625
2000500,15372,1992179
2000915,15372,1999456
2000328,15373,928450
2000326,15373,1071550
2000500,15373,2000000
2000915,15373,2000000
2000782,15374,282660
2000327,15374,608439
2000328,15374,1391561
2000797,15374,1717340
2000500,15374,2000000
2000706,15375,16638
2000328,15375,455269
2000797,15375,641262
2000782,15375,1342100
2000327,15375,1544731
2000500,15375,2000000
2000328,15376,556495
2000327,15376,1443505
2000500,15376,2000000
2000782,15376,2000000
2000706,15377,3043
2000797,15377,617961
2000328,15377,757332
2000327,15377,1242668
2000782,15377,1378996
2000500,15377,2000000
2000797,15378,69
2000328,15378,34506
2000327,15378,1965494
2000892,15378,1999931
2000500,15378,2000000
2000797,15379,722
2000706,15379,33916
2000322,15379,67000
2000323,15379,78279
2000004,15379,550460
2000328,15379,788615
2000327,15379,1066106
2000892,15379,1965362
2000500,15379,2000000
2000500,15380,1287511
2000892,15380,2000000
2000322,15380,2000000
2000797,15381,8338
2000892,15381,1991662
2000500,15381,2000000
2000322,15381,2000000
2000302,15382,3148
2000729,15382,36204
2000708,15382,91386
2000892,15382,764301
2000917,15382,1108109
2000322,15382,1996852
2000500,15382,2000000
2000797,15383,7
2000820,15383,157
2000917,15383,32681
2000706,15383,33351
2000729,15383,87436
2000892,15383,1846369
2000500,15383,2000000
2000322,15383,2000000
2000917,15384,4249
2000500,15384,753720
2000892,15384,1995751
2000322,15384,2000000
2000309,15385,435
2000706,15385,8338
2000797,15385,20695
2000917,15385,54703
2000500,15385,500529
2000892,15385,1916265
2000322,15385,1999565
2000706,15386,8338
2000917,15386,85891
2000500,15386,294686
2000323,15386,527107
2000322,15386,633883
2000309,15386,839010
2000892,15386,1905771
2000917,15387,533374
2000500,15387,852781
2000892,15387,1466626
2000309,15387,2000000
2000706,15388,16675
2000892,15388,1983325
2000309,15388,2000000
2000915,15389,2000000
2000309,15389,2000000
2000706,15390,66422
2000500,15390,518627
2000915,15390,1933578
2000309,15390,2000000
2000706,15391,8338
2000090,15391,305277
2000500,15391,511839
2000915,15391,1991662
2000309,15391,2000000
2000706,15392,16675
2000028,15392,83142
2000500,15392,522834
2000915,15392,1983325
2000309,15392,2000000
2000955,15393,7084
2000861,15393,84075
2000500,15393,779424
2000302,15393,907379
2000309,15393,1092621
2000915,15393,1908841
2000028,15393,2000000
2000747,15394,4814
2000708,15394,11861
2000043,15394,17819
2000917,15394,757170
2000046,15394,785191
2000500,15394,1123384
2000955,15394,1226155
2000028,15394,2000000
2000302,15394,2000000
2000747,15395,5756
2000797,15395,6130
2000706,15395,14310
2000302,15395,410778
2000955,15395,529271
2000028,15395,1430407
2000915,15395,1444533
2000309,15395,1589222
2000727,15396,6
2000753,15396,8338
2000937,15396,32348
2000111,15396,108561
2000936,15396,282909
2000500,15396,431580
2000915,15396,484301
2000309,15396,978788
2000345,15396,1021212
2000961,15396,1192098
2000028,15396,2000000
2000961,15397,140880
2000309,15397,357495
2000915,15397,536987
2000078,15397,785191
2000936,15397,1322133
2000345,15397,1642505
2000500,15397,1673989
2000028,15397,2000000
2000317,15398,177223
2000961,15398,208681
2000314,15398,239074
2000500,15398,810864
2000915,15398,821797
2000957,15398,969522
2000345,15398,1583703
2000028,15398,2000000
2000057,15399,28054
2000317,15399,140727
2000318,15399,1859273
2000028,15399,2000000
2000915,15399,2000000
2000955,15400,4002
2000302,15400,38406
2000960,15400,149842
2000500,15400,845680
2000961,15400,1846156
2000345,15400,1961594
2000917,15401,71291
2000955,15401,351786
2000302,15401,479283
2000500,15401,1379302
2000345,15401,1520717
2000961,15401,1576923
2000324,15402,38290
2000327,15402,401307
2000917,15402,866220
2000500,15402,919179
2000915,15402,1133780
2000302,15402,1560403
2000500,15403,294686
2000078,15403,436209
2000917,15403,835936
2000915,15403,1164064
2000327,15403,2000000
2000057,15404,70
2000500,15404,58932
2000917,15404,710244
2000327,15404,902300
2000328,15404,1097700
2000915,15404,1289756
2000326,15405,275034
2000328,15405,1724966
2000915,15405,2000000
2000915,15406,2000000
2000328,15406,2000000
2000328,15407,62077
2000500,15407,785923
2000326,15407,1937923
2000915,15407,2000000
2000500,15408,2000000
2000915,15408,2000000
2000326,15408,2000000
2000327,15409,297744
2000345,15409,681040
2000955,15409,859622
2000328,15409,1021216
2000915,15409,1140378
2000500,15409,1699356
2000327,15410,105072
2000955,15410,721046
2000915,15410,1278954
2000345,15410,1894928
2000936,15411,690090
2000955,15411,1309910
2000345,15411,2000000
2000345,15412,765991
2000327,15412,1234009
2000915,15412,2000000
2000327,15413,38
2000911,15413,479974
2000915,15413,745594
2000955,15413,774433
2000345,15413,1999962
2000702,15414,118
2000915,15414,806
2000793,15414,2008
2000733,15414,61380
2000824,15414,78607
2000955,15414,116912
2000941,15414,273498
2000911,15414,1466670
2000345,15414,2000000
2000830,15415,357
2000733,15415,1464
2000739,15415,3475
2000824,15415,4311
2000702,15415,13200
2000793,15415,32604
2000324,15415,83296
2000947,15415,138631
2000941,15415,188557
2000500,15415,359435
2000345,15415,612404
2000302,15415,1304300
2000911,15415,1617400
2000500,15416,2467
2000795,15416,4250
2000797,15416,6434
2000704,15416,8311
2000947,15416,58600
2000328,15416,222676
2000302,15416,224994
2000824,15416,271818
2000733,15416,374208
2000915,15416,391452
2000913,15416,411074
2000941,15416,473853
2000327,15416,1552330
2000500,15417,2000000
2000915,15417,2000000
2000328,15417,2000000
2000327,15418,14811
2000328,15418,1985189
2000500,15418,2000000
2000915,15418,2000000
2000500,15419,2000000
2000915,15419,2000000
2000328,15419,2000000
2000733,15420,4240
2000702,15420,6960
2000824,15420,7206
2000793,15420,9857
2000941,15420,28873
2000500,15420,839418
2000328,15420,863807
2000915,15420,930026
2000911,15420,1012839
2000302,15420,1136193
2000824,15421,30773
2000500,15421,326011
2000941,15421,933217
2000733,15421,1036009
2000302,15421,2000000
2000820,15422,9909
2000824,15422,20220
2000729,15422,480303
2000500,15422,834884
2000733,15422,1489568
2000302,15422,2000000
2000824,15423,15209
2000820,15423,22759
2000729,15423,346994
2000500,15423,775068
2000733,15423,1615039
2000302,15423,2000000
2000500,15424,788955
2000733,15424,2000000
2000302,15424,2000000
2000838,15425,2008
2000955,15425,10135
2000824,15425,23005
2000941,15425,200914
2000729,15425,329354
2000010,15425,335466
2000500,15425,898832
2000733,15425,1434583
2000302,15425,2000000
2000824,15426,27478
2000729,15426,29045
2000500,15426,1650915
2000733,15426,1943477
2000302,15426,2000000
2000797,15427,78
2000824,15427,17754
2000729,15427,66021
2000941,15427,89768
2000733,15427,503702
2000309,15427,948180
2000302,15427,1051820
2000915,15427,1322678
2000500,15427,2000000
2000797,15428,4178
2000706,15428,4313
2000824,15428,8338
2000941,15428,150132
2000915,15428,151277
2000729,15428,362377
2000733,15428,655041
2000914,15428,664344
2000500,15428,2000000
2000309,15428,2000000
2000824,15429,7745
2000733,15429,1992255
2000500,15429,2000000
2000309,15429,2000000
2000824,15430,4000
2000941,15430,25020
2000733,15430,1970980
2000500,15430,2000000
2000309,15430,2000000
2000914,15431,631900
2000328,15431,972560
2000309,15431,1027440
2000953,15431,1368100
2000500,15431,1837064
2000941,15432,221747
2000947,15432,236790
2000953,15432,1541463
2000500,15432,2000000
2000328,15432,2000000
2000957,15433,4250
2000824,15433,23857
2000327,15433,332736
2000328,15433,363551
2000500,15433,845492
2000947,15433,900464
2000941,15433,1071429
2000344,15433,1303713
2000327,15434,46039
2000328,15434,966314
2000344,15434,987647
2000500,15434,1971431
2000941,15434,2000000
2000955,15435,28953
2000326,15435,179110
2000327,15435,182681
