id,name,prop,spf
2000799,ForestOpenLowAltPlains1000m50,0.34,100
2000800,ForestSmallCrown50,0.34,100
2000801,ForestSmallCrownLowAltPlains1000m50,0.34,100
2000802,ForestSmallCrownLowAltUplands1000m50,0.34,100
2000805,ForestSmallCrownLowMontane1000m50,0.34,100
2000807,ForestSmallCrownLowMontane1000mwNothofag50,0.34,100
2000808,ForestVerySmallCrownLowMontane1000m50,0.34,100
2000810,ForestVerySmallCrownLowMontane1000mNotho50,0.34,100
2000815,Grasslandrevertingtoforest50,0.34,100
2000816,Grasslandwithsomeforest50,0.34,100
2000817,Grasslands50,0.34,100
2000818,Herbaceousswamp50,0.34,100
2000819,Lakesandlargerrivers50,0.34,100
2000820,Landuse0450,0,100
2000821,Mangrove50,0.34,100
2000823,Mixedforest50,0.34,100
2000824,Oilpalm50,0,100
2000830,RiverinesuccessionswithEucalyptusdeglupta50,0.34,100
2000836,SeralForestVolcanicsuccessions50,0.34,100
2000838,Swamp50,0.34,100
2000840,SwampforestwithCampnosperma50,0.34,100
2000843,Swampgrassland50,0.34,100
2000844,Swampwoodland50,0.34,100
2000847,TimberPlantation50,0,100
2000848,Urban50,0,100
2000849,Volcanicsuccessionsdominatedbygrass50,0.34,100
2000850,Volcanicsuccessionsdominatedbyscrub50,0.34,100
2000851,Volcanicsuccessionsdominatedbywoodland50,0.34,100
2000857,Cultivatedland80,0,100
2000859,ForestLargecrownLowAltPlains1000m80,0.34,100
2000860,ForestLargeCrownLowAltUplands1000m80,0.34,100
2000861,ForestMediumCrownLowAltUplands1000m80,0.34,100
2000863,ForestOpenLowAltPlains1000m80,0.34,100
2000866,ForestSmallCrownLowAltUplands1000m80,0.34,100
2000877,Oilpalm80,0,100
2000879,RiverinesuccessionswithEucalyptusdeglupta80,0.34,100
2000890,ForestLargecrownLowAltPlains1000m90,0.34,100
2000891,ForestLargeCrownLowAltUplands1000m90,0.34,100
2000892,ForestMediumCrownLowAltUplands1000m90,0.34,100
2000894,ForestOpenLowAltPlains1000m90,0.34,100
2000896,ForestSmallCrownLowAltUplands1000m90,0.34,100
2000904,Oilpalm90,0,100
2000905,RiverinesuccessionswithEucalyptusdeglupta90,0.34,100
2000911,Cultivatedland100,0,100
2000913,ForestLargecrownLowAltPlains1000m100,0.34,100
2000914,ForestLargeCrownLowAltUplands1000m100,0.34,100
2000915,ForestMediumCrownLowAltUplands1000m100,0.34,100
2000917,ForestOpenLowAltPlains1000m100,0.34,100
2000918,ForestSmallCrown100,0.34,100
2000919,ForestSmallCrownLowAltPlains1000m100,0.34,100
2000920,ForestSmallCrownLowAltUplands1000m100,0.34,100
2000923,ForestSmallCrownLowMontane1000m100,0.34,100
2000925,ForestSmallCrownLowMontane1000mwNothofag100,0.34,100
2000926,ForestVerySmallCrownLowMontane1000m100,0.34,100
2000928,ForestVerySmallCrownLowMontane1000mNotho100,0.34,100
2000931,ForestwithCasuarinaequisetifoliaLittoral100,0.34,100
2000933,Grasslandrevertingtoforest100,0.34,100
2000934,Grasslandwithsomeforest100,0.34,100
2000935,Grasslands100,0.34,100
2000936,Herbaceousswamp100,0.34,100
2000937,Lakesandlargerrivers100,0.34,100
2000938,Mangrove100,0.34,100
2000940,Mixedforest100,0.34,100
2000941,Oilpalm100,0,100
2000944,Riverinesuccessionsdominatedbywoodland100,0.34,100
