id,prop,spf,name
1161,0.2,0.08,W-Msc-181359_surface.grd
1162,0.2,0.08,W-Msc-181364_surface.grd
1163,0.2,0.08,W-Msc-181368_surface.grd
1164,0.2,0.08,W-Msc-181371_surface.grd
1165,0.2,0.08,W-Msc-181378_surface.grd
1166,0.2,0.08,W-Msc-182803_surface.grd
1167,0.2,0.08,W-Msc-196375_surface.grd
1168,0.2,0.08,W-Msc-196376_surface.grd
1169,0.2,0.08,W-Msc-196378_surface.grd
1170,0.2,0.08,W-Msc-214550_surface.grd
1171,0.2,0.08,W-Msc-215252_surface.grd
1172,0.2,0.08,W-Msc-215258_surface.grd
1173,0.2,0.08,W-Msc-215516_surface.grd
1174,0.2,0.08,W-Msc-216452_surface.grd
1175,0.2,0.08,W-Msc-216723_surface.grd
1176,0.2,0.08,W-Msc-224618_surface.grd
1177,0.2,0.08,W-Msc-225666_surface.grd
1178,0.2,0.08,W-Msc-231749_surface.grd
1179,0.2,0.08,W-Msc-233601_surface.grd
1180,0.2,0.08,W-Msc-236714_surface.grd
1181,0.2,0.08,W-Msc-236719_surface.grd
1182,0.2,0.08,W-Msc-236720_surface.grd
1183,0.2,0.08,W-Msc-238094_surface.grd
1184,0.2,0.08,W-Msc-342372_surface.grd
1185,0.2,0.08,W-Msc-344517_surface.grd
1186,0.2,0.08,W-Msc-370566_surface.grd
1187,0.2,0.08,W-Msc-381057_surface.grd
1188,0.2,0.08,W-Msc-394429_surface.grd
1189,0.2,0.08,W-Msc-397026_surface.grd
1190,0.2,0.08,W-Msc-397087_surface.grd
1191,0.2,0.08,W-Msc-397164_surface.grd
1192,0.2,0.08,W-Msc-419791_surface.grd
1193,0.2,0.08,W-Msc-420571_surface.grd
1194,0.2,0.08,W-Msc-420695_surface.grd
1195,0.2,0.08,W-Msc-420696_surface.grd
1196,0.2,0.08,W-Msc-420699_surface.grd
1197,0.2,0.08,W-Msc-420702_surface.grd
1198,0.2,0.08,W-Msc-420704_surface.grd
1199,0.2,0.08,W-Msc-420705_surface.grd
1200,0.2,0.08,W-Msc-420707_surface.grd
1201,0.2,0.08,W-Msc-420713_surface.grd
1202,0.2,0.08,W-Msc-420776_surface.grd
1203,0.2,0.08,W-Msc-420948_surface.grd
1204,0.2,0.08,W-Msc-420952_surface.grd
1205,0.2,0.08,W-Msc-420955_surface.grd
1206,0.2,0.08,W-Msc-420957_surface.grd
1207,0.2,0.08,W-Msc-420999_surface.grd
1208,0.2,0.08,W-Msc-430416_surface.grd
1209,0.2,0.08,W-Msc-504509_surface.grd
1210,0.2,0.08,W-Msc-505946_surface.grd
1211,0.2,0.08,W-Msc-506028_surface.grd
1212,0.2,0.08,W-Msc-506104_surface.grd
1213,0.2,0.08,W-Msc-506959_surface.grd
1214,0.2,0.08,W-Msc-511641_surface.grd
1215,0.2,0.08,W-Msc-532765_surface.grd
1216,0.2,0.08,W-Msc-534126_surface.grd
1217,0.2,0.08,W-Msc-534558_surface.grd
1218,0.2,0.08,W-Msc-605717_surface.grd
1219,0.2,0.08,W-Msc-605733_surface.grd
1220,0.2,0.08,W-Msc-707486_surface.grd
1221,0.2,0.08,W-Msc-848021_surface.grd
1222,0.2,0.08,W-Oct-125331_surface.grd
1223,0.2,0.08,W-Oct-125332_surface.grd
1224,0.2,0.08,W-Oct-125334_surface.grd
1225,0.2,0.08,W-Oct-125338_surface.grd
1226,0.2,0.08,W-Oct-125361_surface.grd
1227,0.2,0.08,W-Oct-125365_surface.grd
1228,0.2,0.08,W-Oct-125366_surface.grd
1229,0.2,0.08,W-Oct-125397_surface.grd
1230,0.2,0.08,W-Oct-125416_surface.grd
1231,0.2,0.08,W-Oct-125423_surface.grd
1232,0.2,0.08,W-Oct-128512_surface.grd
1233,0.2,0.08,W-Oct-128517_surface.grd
1234,0.2,0.08,W-Oct-128519_surface.grd
1235,0.2,0.08,W-Oct-128536_surface.grd
1236,0.2,0.08,W-Oct-128539_surface.grd
1237,0.2,0.08,W-Oph-124821_surface.grd
1238,0.2,0.08,W-Oph-124919_surface.grd
1239,0.2,0.08,W-Oph-124963_surface.grd
1240,0.2,0.08,W-Oph-125027_surface.grd
1241,0.2,0.08,W-Oph-125049_surface.grd
1242,0.2,0.08,W-Oph-125122_surface.grd
1243,0.2,0.08,W-Oph-125144_surface.grd
1244,0.2,0.08,W-Oph-236130_surface.grd
1245,0.2,0.08,W-Ost-127986_surface.grd
1246,0.2,0.08,W-Ost-128398_surface.grd
1247,0.2,0.08,W-Pho-128547_surface.grd
1248,0.2,0.08,W-Pho-128549_surface.grd
1249,0.2,0.08,W-Pho-128552_surface.grd
1250,0.2,0.08,W-Pol-110363_surface.grd
1251,0.2,0.08,W-Pol-129734_surface.grd
1252,0.2,0.08,W-Pol-129739_surface.grd
1253,0.2,0.08,W-Pol-129804_surface.grd
1254,0.2,0.08,W-Pol-129821_surface.grd
1255,0.2,0.08,W-Pol-129831_surface.grd
1256,0.2,0.08,W-Pol-129854_surface.grd
1257,0.2,0.08,W-Pol-129866_surface.grd
1258,0.2,0.08,W-Pol-129884_surface.grd
1259,0.2,0.08,W-Pol-129916_surface.grd
1260,0.2,0.08,W-Pol-129922_surface.grd
1261,0.2,0.08,W-Pol-129925_surface.grd
1262,0.2,0.08,W-Pol-129927_surface.grd
1263,0.2,0.08,W-Pol-129938_surface.grd
1264,0.2,0.08,W-Pol-129959_surface.grd
1265,0.2,0.08,W-Pol-129963_surface.grd
1266,0.2,0.08,W-Pol-129975_surface.grd
1267,0.2,0.08,W-Pol-129978_surface.grd
1268,0.2,0.08,W-Pol-129981_surface.grd
1269,0.2,0.08,W-Pol-129986_surface.grd
1270,0.2,0.08,W-Pol-130041_surface.grd
1271,0.2,0.08,W-Pol-130067_surface.grd
1272,0.2,0.08,W-Pol-130069_surface.grd
1273,0.2,0.08,W-Pol-130071_surface.grd
1274,0.2,0.08,W-Pol-130075_surface.grd
1275,0.2,0.08,W-Pol-130118_surface.grd
1276,0.2,0.08,W-Pol-130136_surface.grd
1277,0.2,0.08,W-Pol-130140_surface.grd
1278,0.2,0.08,W-Pol-130158_surface.grd
1279,0.2,0.08,W-Pol-130206_surface.grd
1280,0.2,0.08,W-Pol-130235_surface.grd
1281,0.2,0.08,W-Pol-130240_surface.grd
1282,0.2,0.08,W-Pol-130242_surface.grd
1283,0.2,0.08,W-Pol-130246_surface.grd
1284,0.2,0.08,W-Pol-130251_surface.grd
1285,0.2,0.08,W-Pol-130265_surface.grd
1286,0.2,0.08,W-Pol-130303_surface.grd
1287,0.2,0.08,W-Pol-130346_surface.grd
1288,0.2,0.08,W-Pol-130357_surface.grd
1289,0.2,0.08,W-Pol-130360_surface.grd
1290,0.2,0.08,W-Pol-130362_surface.grd
1291,0.2,0.08,W-Pol-130390_surface.grd
1292,0.2,0.08,W-Pol-130404_surface.grd
1293,0.2,0.08,W-Pol-130408_surface.grd
1294,0.2,0.08,W-Pol-130411_surface.grd
1295,0.2,0.08,W-Pol-130417_surface.grd
1296,0.2,0.08,W-Pol-130451_surface.grd
1297,0.2,0.08,W-Pol-130500_surface.grd
1298,0.2,0.08,W-Pol-130510_surface.grd
1299,0.2,0.08,W-Pol-130515_surface.grd
1300,0.2,0.08,W-Pol-130544_surface.grd
1301,0.2,0.08,W-Pol-130545_surface.grd
1302,0.2,0.08,W-Pol-130576_surface.grd
1303,0.2,0.08,W-Pol-130639_surface.grd
1304,0.2,0.08,W-Pol-130649_surface.grd
1305,0.2,0.08,W-Pol-130653_surface.grd
1306,0.2,0.08,W-Pol-130673_surface.grd
1307,0.2,0.08,W-Pol-130677_surface.grd
1308,0.2,0.08,W-Pol-130686_surface.grd
1309,0.2,0.08,W-Pol-130695_surface.grd
1310,0.2,0.08,W-Pol-130703_surface.grd
1311,0.2,0.08,W-Pol-130707_surface.grd
1312,0.2,0.08,W-Pol-130799_surface.grd
1313,0.2,0.08,W-Pol-130802_surface.grd
1314,0.2,0.08,W-Pol-130869_surface.grd
1315,0.2,0.08,W-Pol-130871_surface.grd
1316,0.2,0.08,W-Pol-130888_surface.grd
1317,0.2,0.08,W-Pol-130932_surface.grd
1318,0.2,0.08,W-Pol-130935_surface.grd
1319,0.2,0.08,W-Pol-130984_surface.grd
1320,0.2,0.08,W-Pol-130988_surface.grd
1321,0.2,0.08,W-Pol-131000_surface.grd
1322,0.2,0.08,W-Pol-131018_surface.grd
1323,0.2,0.08,W-Pol-131020_surface.grd
1324,0.2,0.08,W-Pol-131038_surface.grd
1325,0.2,0.08,W-Pol-131040_surface.grd
1326,0.2,0.08,W-Pol-131051_surface.grd
1327,0.2,0.08,W-Pol-131055_surface.grd
1328,0.2,0.08,W-Pol-131065_surface.grd
1329,0.2,0.08,W-Pol-131074_surface.grd
1330,0.2,0.08,W-Pol-131107_surface.grd
1331,0.2,0.08,W-Pol-131115_surface.grd
1332,0.2,0.08,W-Pol-131116_surface.grd
1333,0.2,0.08,W-Pol-131121_surface.grd
1334,0.2,0.08,W-Pol-131125_surface.grd
1335,0.2,0.08,W-Pol-131128_surface.grd
1336,0.2,0.08,W-Pol-131140_surface.grd
1337,0.2,0.08,W-Pol-131143_surface.grd
1338,0.2,0.08,W-Pol-131146_surface.grd
1339,0.2,0.08,W-Pol-131157_surface.grd
1340,0.2,0.08,W-Pol-131164_surface.grd
1341,0.2,0.08,W-Pol-131166_surface.grd
1342,0.2,0.08,W-Pol-131167_surface.grd
1343,0.2,0.08,W-Pol-131187_surface.grd
1344,0.2,0.08,W-Pol-131191_surface.grd
1345,0.2,0.08,W-Pol-131210_surface.grd
1346,0.2,0.08,W-Pol-131218_surface.grd
1347,0.2,0.08,W-Pol-131242_surface.grd
1348,0.2,0.08,W-Pol-131279_surface.grd
1349,0.2,0.08,W-Pol-131288_surface.grd
1350,0.2,0.08,W-Pol-131321_surface.grd
1351,0.2,0.08,W-Pol-131381_surface.grd
1352,0.2,0.08,W-Pol-131386_surface.grd
1353,0.2,0.08,W-Pol-131392_surface.grd
1354,0.2,0.08,W-Pol-131394_surface.grd
1355,0.2,0.08,W-Pol-131404_surface.grd
1356,0.2,0.08,W-Pol-131409_surface.grd
1357,0.2,0.08,W-Pol-131413_surface.grd
1358,0.2,0.08,W-Pol-131414_surface.grd
1359,0.2,0.08,W-Pol-131415_surface.grd
1360,0.2,0.08,W-Pol-131435_surface.grd
1361,0.2,0.08,W-Pol-131452_surface.grd
1362,0.2,0.08,W-Pol-131458_surface.grd
1363,0.2,0.08,W-Pol-131467_surface.grd
1364,0.2,0.08,W-Pol-131471_surface.grd
1365,0.2,0.08,W-Pol-131489_surface.grd
1366,0.2,0.08,W-Pol-131495_surface.grd
1367,0.2,0.08,W-Pol-131499_surface.grd
1368,0.2,0.08,W-Pol-131516_surface.grd
1369,0.2,0.08,W-Pol-131534_surface.grd
1370,0.2,0.08,W-Pol-131544_surface.grd
1371,0.2,0.08,W-Pol-131574_surface.grd
1372,0.2,0.08,W-Pol-146932_surface.grd
1373,0.2,0.08,W-Pol-152367_surface.grd
1374,0.2,0.08,W-Pol-152393_surface.grd
1375,0.2,0.08,W-Pol-154127_surface.grd
1376,0.2,0.08,W-Pol-155463_surface.grd
1377,0.2,0.08,W-Pol-157395_surface.grd
1378,0.2,0.08,W-Pol-157583_surface.grd
1379,0.2,0.08,W-Pol-195986_surface.grd
1380,0.2,0.08,W-Pol-195989_surface.grd
1381,0.2,0.08,W-Pol-195991_surface.grd
1382,0.2,0.08,W-Pol-234847_surface.grd
1383,0.2,0.08,W-Pol-327985_surface.grd
1384,0.2,0.08,W-Pol-330500_surface.grd
1385,0.2,0.08,W-Pol-332932_surface.grd
1386,0.2,0.08,W-Pol-333453_surface.grd
1387,0.2,0.08,W-Pol-333891_surface.grd
1388,0.2,0.08,W-Pol-334510_surface.grd
1389,0.2,0.08,W-Pol-334512_surface.grd
1390,0.2,0.08,W-Pol-334555_surface.grd
1391,0.2,0.08,W-Pol-731113_surface.grd
1392,0.2,0.08,W-Pol-868065_surface.grd
1393,0.2,0.08,W-Por-132172_surface.grd
1394,0.2,0.08,W-Por-132201_surface.grd
1395,0.2,0.08,W-Por-132275_surface.grd
1396,0.2,0.08,W-Por-132277_surface.grd
1397,0.2,0.08,W-Por-132293_surface.grd
1398,0.2,0.08,W-Por-132300_surface.grd
1399,0.2,0.08,W-Por-132362_surface.grd
1400,0.2,0.08,W-Por-132371_surface.grd
1401,0.2,0.08,W-Por-132377_surface.grd
1402,0.2,0.08,W-Por-132544_surface.grd
1403,0.2,0.08,W-Por-133107_surface.grd
1404,0.2,0.08,W-Por-133928_surface.grd
1405,0.2,0.08,W-Por-133938_surface.grd
1406,0.2,0.08,W-Por-133974_surface.grd
1407,0.2,0.08,W-Por-134083_surface.grd
1408,0.2,0.08,W-Por-134121_surface.grd
1409,0.2,0.08,W-Por-134131_surface.grd
1410,0.2,0.08,W-Por-134146_surface.grd
1411,0.2,0.08,W-Por-134147_surface.grd
1412,0.2,0.08,W-Por-134235_surface.grd
1413,0.2,0.08,W-Por-134241_surface.grd
1414,0.2,0.08,W-Por-134317_surface.grd
1415,0.2,0.08,W-Por-157411_surface.grd
1416,0.2,0.08,W-Por-164758_surface.grd
1417,0.2,0.08,W-Por-164760_surface.grd
1418,0.2,0.08,W-Por-165081_surface.grd
1419,0.2,0.08,W-Por-166293_surface.grd
1420,0.2,0.08,W-Por-171317_surface.grd
1421,0.2,0.08,W-Por-236120_surface.grd
1422,0.2,0.08,W-Pyc-134599_surface.grd
1423,0.2,0.08,W-Pyc-134614_surface.grd
1424,0.2,0.08,W-Pyc-134635_surface.grd
1425,0.2,0.08,W-Pyc-134643_surface.grd
1426,0.2,0.08,W-Pyc-134645_surface.grd
1427,0.2,0.08,W-Pyc-134674_surface.grd
1428,0.2,0.08,W-Pyc-134687_surface.grd
1429,0.2,0.08,W-Pyc-134689_surface.grd
1430,0.2,0.08,W-Pyc-134714_surface.grd
1431,0.2,0.08,W-Pyc-134716_surface.grd
1432,0.2,0.08,W-Pyc-134730_surface.grd
1433,0.2,0.08,W-Pyc-239816_surface.grd
1434,0.2,0.08,W-Scl-135145_surface.grd
1435,0.2,0.08,W-Scl-135146_surface.grd
1436,0.2,0.08,W-Scl-135147_surface.grd
1437,0.2,0.08,W-Scl-135148_surface.grd
1438,0.2,0.08,W-Scl-135149_surface.grd
1439,0.2,0.08,W-Scl-135152_surface.grd
1440,0.2,0.08,W-Scl-135160_surface.grd
1441,0.2,0.08,W-Scl-135163_surface.grd
1442,0.2,0.08,W-Scl-135165_surface.grd
1443,0.2,0.08,W-Scl-135178_surface.grd
1444,0.2,0.08,W-Scl-135185_surface.grd
1445,0.2,0.08,W-Scl-135187_surface.grd
1446,0.2,0.08,W-Scl-135193_surface.grd
1447,0.2,0.08,W-Scl-135210_surface.grd
1448,0.2,0.08,W-Scl-135212_surface.grd
1449,0.2,0.08,W-Scl-286718_surface.grd
1450,0.2,0.08,W-Scl-287125_surface.grd
1451,0.2,0.08,W-Scy-135291_surface.grd
1452,0.2,0.08,W-Scy-135297_surface.grd
1453,0.2,0.08,W-Scy-135304_surface.grd
1454,0.2,0.08,W-Scy-135309_surface.grd
1455,0.2,0.08,W-Scy-220476_surface.grd
1456,0.2,0.08,W-Sta-135323_surface.grd
1457,0.2,0.08,W-Tha-137250_surface.grd
1458,0.2,0.08,W-Tha-137260_surface.grd
1459,0.2,0.08,W-Tha-137266_surface.grd
1460,0.2,0.08,W-Tha-137272_surface.grd
1461,0.2,0.08,W-Tha-137273_surface.grd
1462,0.2,0.08,W-Tha-137275_surface.grd
1463,0.2,0.08,W-Tha-137281_surface.grd
1464,0.2,0.08,W-Tnd-136285_surface.grd
1465,0.2,0.08,W-Tnd-136457_surface.grd
1466,0.2,0.08,W-Tnd-136546_surface.grd
1467,0.2,0.08,W-Tur-142820_surface.grd
1468,0.2,0.08,W-Tur-483815_surface.grd
1469,0.2,0.08,W-Tur-483820_surface.grd
1470,0.2,0.08,W-Zoa-101023_surface.grd
1471,0.2,0.08,W-Zoa-101055_surface.grd
1472,0.2,0.08,W-Zoa-383014_surface.grd
